"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"3390"	"CREG2"	-4.06971086234895	3.34198656052352	-63.7891276540645	4.4920643256446e-15	1.00242414512977e-13
"1312"	"BEX2"	-4.34051288278845	6.25422531520444	-63.7939882078837	4.49851408653196e-15	1.00255119818671e-13
"11350"	"PNMAL2"	-5.44202262879646	3.22758240020651	-63.8488920542915	4.51902211799117e-15	1.00580689412051e-13
"6021"	"GPR155"	-3.07291965842681	3.31400585229616	-63.6823816084468	4.54920871016429e-15	1.01120546674825e-13
"52"	"ABCC8"	-4.72284527361415	2.78697513635574	-63.6496656860897	4.62287380877627e-15	1.0262418693467e-13
"2261"	"CALU"	2.76063453776613	6.18130135487363	63.5641463659032	4.63486487976293e-15	1.02756581710115e-13
"12110"	"RAD51AP1"	4.14527674654173	3.55333305273587	63.588387874624	4.64335387220191e-15	1.02811091126195e-13
"8268"	"LOC162632"	-3.98654593971411	3.42347618193063	-63.5631275471646	4.65698829533549e-15	1.02979239231096e-13
"4871"	"FAM131B"	-5.57696664639023	4.44517528992462	-63.5666045581842	4.74052323681815e-15	1.04690648529161e-13
"15437"	"TROAP"	5.45017612035306	3.43915732490642	63.5116734382057	4.77362279866828e-15	1.05285245917847e-13
"8250"	"LOC150568"	-3.09579676252931	1.86468143583671	-63.3333941039415	4.81507841663286e-15	1.0606236682839e-13
"15164"	"TNC"	3.98482733552204	4.70727774777292	63.343956774499	4.82603478369705e-15	1.06166538099679e-13
"14228"	"ST6GALNAC2"	3.65019432666962	3.26441752659901	63.2983014780221	4.85244295637809e-15	1.06609922633106e-13
"12054"	"RAB39B"	-3.36306514163183	3.08660302833764	-63.2480225492626	4.8864463399714e-15	1.07218820656593e-13
"13730"	"SLCO1C1"	-3.20216701808852	2.00169069240369	-63.0388069667882	5.05394998287344e-15	1.10751662285359e-13
"2881"	"CGA"	5.95832384381	3.74330120216785	63.1954474089895	5.06823680266514e-15	1.10922168483489e-13
"16166"	"WIPF3"	-3.2727749675712	3.23124100563414	-63.0140085966883	5.07558653210905e-15	1.10940608699907e-13
"14428"	"SYCE1"	-4.34417213274856	2.62814147315067	-62.9856540249849	5.1318339077568e-15	1.11954131247275e-13
"5137"	"FBN1"	2.86035029616985	3.86094154989971	62.9246840110964	5.14565596411424e-15	1.11954131247275e-13
"7482"	"KIF15"	3.23667001450452	2.75008556692073	62.9243762579758	5.15017589609068e-15	1.11954131247275e-13
"15780"	"UGDH"	3.07726527228251	4.90995110141865	62.9189286554078	5.1526322167996e-15	1.11954131247275e-13
"3343"	"CPNE5"	-4.13219626383262	3.35019317791801	-62.9475786402295	5.15478872831902e-15	1.11954131247275e-13
"16307"	"ZBTB16"	-4.95654614987116	2.92434050230922	-62.8790456645312	5.2571896046985e-15	1.1403285695993e-13
"9637"	"MTUS2"	-2.67051175185689	2.09794893454646	-62.7600133508094	5.28554108102897e-15	1.14502147255988e-13
"5037"	"FAM64A"	4.55804897942857	3.06310270950374	62.7606552524757	5.33604785410187e-15	1.1544959373678e-13
"9641"	"MUC1"	3.87260457219198	3.85569357929598	62.7082700039934	5.35183069667441e-15	1.15644311213691e-13
"1118"	"ATRNL1"	-3.60571021015461	3.49460614371749	-62.6047712052269	5.43591123573634e-15	1.17312469187429e-13
"5263"	"FGF9"	-2.95262989611219	2.37727387314468	-62.561422841475	5.46350527432241e-15	1.17758914566274e-13
"16547"	"ZNF204P"	-3.63069503023331	3.45617692479928	-62.5175136122524	5.51543170329728e-15	1.18728024128176e-13
"4044"	"DNAJC18"	-2.71827412253624	3.79063796367114	-62.4689142894202	5.54574088796487e-15	1.19098687883199e-13
"3054"	"CLDN6"	4.62859927094599	3.38724056796379	62.5284731536879	5.54834040076976e-15	1.19098687883199e-13
"6682"	"HS3ST4"	-3.76244291052084	3.03949171987934	-62.4799595785438	5.55360765248069e-15	1.19098687883199e-13
"15508"	"TSPYL1"	-2.62170556508472	6.26235204398731	-62.3835192187158	5.62409363780721e-15	1.20442376142828e-13
"13742"	"SLIT3"	-3.26531467080458	2.33984923051782	-62.3839766448264	5.63039320698187e-15	1.20442376142828e-13
"3693"	"DARC"	-5.22103139870719	3.31453169393856	-62.3939867984982	5.71497793103375e-15	1.21981896720889e-13
"10224"	"NQO1"	3.61465022034898	6.14931223417557	62.3004418272823	5.71667168044992e-15	1.21981896720889e-13
"7028"	"IP6K3"	-2.87583880830663	1.90281698704634	-62.2164193609695	5.78379287010066e-15	1.23237481890343e-13
"9858"	"NCAPG2"	3.28285774754383	4.4513778769149	62.2117927252701	5.79370884459397e-15	1.23237481890343e-13
"9964"	"NEFH"	-3.69225298886017	5.38548314522715	-62.2184494754613	5.79719986369027e-15	1.23237481890343e-13
"2222"	"CACNA1I"	-3.28449082745999	2.26473768646633	-62.1191889634544	5.8835416956094e-15	1.24801960266679e-13
"3420"	"CRTAC1"	-4.26329952917353	3.11242460547229	-62.1511121303254	5.8854346914429e-15	1.24801960266679e-13
"5240"	"FEZ1"	-3.94846841304393	7.15894092338725	-62.0935126442607	5.92781707787079e-15	1.25544538336173e-13
"15581"	"TTYH2"	-3.4368966145229	5.00042402520897	-62.0380546578225	5.96668737612255e-15	1.26210983964657e-13
"13175"	"SERINC1"	-2.9335259063661	7.90426859868649	-62.013434837419	5.98285493269694e-15	1.26396150864374e-13
"7424"	"KIAA1244"	-3.07016719436155	3.73375015980146	-61.985331070592	6.01257138499103e-15	1.26866744483555e-13
"11170"	"PKIA"	-3.50603782363016	4.56743197769141	-61.9706370095684	6.0357509626362e-15	1.27114139883765e-13
"6969"	"INA"	-4.21555697601726	5.58474689242765	-61.9936454260921	6.03920777205992e-15	1.27114139883765e-13
"15509"	"TSPYL2"	-2.93179460005375	6.50545752500421	-61.9375092592837	6.05899649270422e-15	1.27329778983018e-13
"10847"	"PDE1B"	-4.41817537088929	3.89767674403683	-61.9794595590412	6.06438973160954e-15	1.27329778983018e-13
"10505"	"ORM2"	5.8045990704507	3.6007688675012	62.0673104655422	6.08817668388601e-15	1.2767198558865e-13
"7522"	"KIT"	-2.87066696998987	3.66406211832188	-61.8520864470664	6.1453345676721e-15	1.28562992759771e-13
"8588"	"LOX"	3.43242312192615	3.60844714693624	61.8605463984853	6.1457469117962e-15	1.28562992759771e-13
"11498"	"PPIC"	3.19209716040815	4.20820607666965	61.8091650372024	6.19377701459079e-15	1.29408951374704e-13
"3020"	"CKAP2L"	3.73235223709228	2.65714261251544	61.8007152524175	6.21612919934614e-15	1.29716997208877e-13
"288"	"ADORA3"	-3.82293148697266	2.28330573195013	-61.7834975795573	6.23726567845499e-15	1.29998951775036e-13
"4234"	"DYNC1I1"	-5.27430243820218	4.60473183881152	-61.8287078215647	6.28283415185011e-15	1.30788814963239e-13
"4909"	"FAM163B"	-5.0539688380988	3.67875626451558	-61.6610632177619	6.44191302762044e-15	1.33936799034025e-13
"13955"	"SORCS3"	-3.15108247387821	1.8689627877249	-61.5250380574071	6.49483433548568e-15	1.34872631651273e-13
"2705"	"CDH22"	-4.87165930700754	2.77547607604515	-61.5533836631601	6.54411350400569e-15	1.357306461433e-13
"7271"	"KCNJ3"	-4.60739351174278	3.56789147403675	-61.5220135457241	6.55890146269425e-15	1.35872066874209e-13
"3342"	"CPNE4"	-4.1158562445773	2.94178897855565	-61.3957581562653	6.6694677146493e-15	1.3799484838235e-13
"10306"	"NT5E"	3.53111265769702	4.61333808271797	61.3071537812494	6.74598939099084e-15	1.3940893712364e-13
"16578"	"ZNF25"	-3.62735045734674	4.14192841525992	-61.3005747296015	6.75647900006165e-15	1.3945667127367e-13
"14884"	"TM4SF1"	3.411725608049	7.14221205320675	61.1520701785501	6.92135931907171e-15	1.42687128211431e-13
"2613"	"CD3E"	5.44787296004095	3.6714306561077	61.2404375030404	6.9524624730994e-15	1.43155232734144e-13
"7821"	"LINC00087"	-4.5616615266093	3.24691542279272	-61.164062101224	6.96287564186222e-15	1.43196703037526e-13
"10398"	"NXPH1"	-3.35142474153154	2.2741797481235	-60.9410611243275	7.17125147787821e-15	1.47304417405236e-13
"2228"	"CACNB2"	-3.35773682287536	3.34842451924908	-60.8575934424785	7.27360971457757e-15	1.49227162483554e-13
"10912"	"PDZD2"	-3.11036987866026	3.05297135129142	-60.8099723624391	7.32727545331083e-15	1.50048298816013e-13
"6686"	"HS6ST3"	-2.78456403604553	3.00301696150508	-60.8001855879591	7.33509514319282e-15	1.50048298816013e-13
"843"	"ARHGEF9"	-3.26680599811312	5.01649977797605	-60.8022599263108	7.34003643689103e-15	1.50048298816013e-13
"1133"	"AURKA"	4.92019587963884	4.27425627511995	60.8441051309121	7.38037814282627e-15	1.5069229575694e-13
"10100"	"NLGN3"	-3.80993412772792	3.77935014112234	-60.7128103217975	7.47046096614238e-15	1.5218019689761e-13
"8844"	"MAGEC2"	3.87741601145921	2.5694272723423	60.7147216287178	7.4711023991612e-15	1.5218019689761e-13
"13745"	"SLITRK3"	-3.87577802902645	2.29384832308339	-60.7017283587088	7.48755239277384e-15	1.52333270578044e-13
"8334"	"LOC286002"	-4.17054130774927	2.44105958129986	-60.6792087985724	7.53210926273953e-15	1.53057128510663e-13
"5914"	"GNG3"	-7.67393418126761	5.35666985892429	-60.9336410156839	7.64592920011142e-15	1.55185055872262e-13
"6475"	"HIST1H2BK"	4.52357542772865	6.01068895132407	60.5790638509375	7.68619447789745e-15	1.5581680101507e-13
"12195"	"RASGRP1"	-2.67407358477063	3.87422768299266	-60.496980475487	7.72265889739805e-15	1.56370084966436e-13
"14480"	"SYT9"	-3.60055400882672	2.31999234507764	-60.460411511415	7.79009759788331e-15	1.57548486294558e-13
"3412"	"CRMP1"	-4.0682705643219	5.10312035015766	-60.3652432989488	7.94025367182344e-15	1.60358426843404e-13
"14616"	"TBR1"	-4.91935482944304	2.78259838691862	-60.4090525623746	7.94784859420944e-15	1.60358426843404e-13
"9352"	"MMP2"	4.96142484896606	4.523008627457	60.3967841530432	7.96873135820062e-15	1.60589717406575e-13
"6027"	"GPR17"	-3.25000611651454	1.97175967051414	-60.2995642668544	7.9964969120699e-15	1.60959003369398e-13
"6380"	"HELLS"	3.40458288405664	2.90978857877164	60.2569722266452	8.05924564989269e-15	1.62030753637996e-13
"3848"	"DEPDC1"	3.71291193665451	2.60154010996712	60.230161245231	8.10768101771088e-15	1.62643876971053e-13
"8291"	"LOC283070"	-3.57048159215393	4.91381996286359	-60.2252135832037	8.10882136344625e-15	1.62643876971053e-13
"12822"	"RSPO2"	-3.70641607233624	2.76645675750023	-60.2109042937375	8.13420897076041e-15	1.62961373375434e-13
"896"	"ARNT2"	-3.65602612603732	5.20585984906969	-60.1752764093185	8.18192960956496e-15	1.63725021025203e-13
"7634"	"KRT80"	4.39675452916303	2.89458207361217	60.1440933227255	8.26960933768709e-15	1.65285544663807e-13
"13000"	"SCG2"	-3.41948372318595	5.2910891504581	-60.0124700713528	8.40520774221967e-15	1.67749867926542e-13
"9970"	"NEIL3"	3.54183972818905	2.40853093707385	60.0103037416441	8.41258355781531e-15	1.67749867926542e-13
"5014"	"FAM46C"	3.05601538755432	2.60178690293255	59.990003326831	8.42862579855767e-15	1.67799039103533e-13
"13187"	"SERPINA5"	4.52556900013602	4.08791488826147	60.0363183633976	8.43473379739151e-15	1.67799039103533e-13
"6106"	"GREM1"	-3.33134506098932	2.54551802188243	-59.9474083085515	8.49716195836746e-15	1.68843955976931e-13
"4085"	"DNTT"	3.73416146282016	2.51530957115069	59.8267792154016	8.69110675381443e-15	1.72496716002075e-13
"9246"	"MIAT"	-3.73708311092445	4.49115339910054	-59.8026454678361	8.7275225935905e-15	1.72873372189712e-13
"7780"	"LHFPL4"	-4.17060082378149	2.94171358185647	-59.8176692124935	8.73036386036379e-15	1.72873372189712e-13
"92"	"ABLIM1"	-3.08932743750864	6.18126981821511	-59.77204706029	8.75202454394451e-15	1.73101237180638e-13
"8852"	"MAGEE1"	-3.85541885665408	3.7660816143068	-59.7244379517107	8.85232187566752e-15	1.74882080716403e-13
"2530"	"CCNA2"	4.11580967440482	4.28513350457435	59.7126003268924	8.88643790061899e-15	1.7535287010145e-13
"9859"	"NCAPH"	3.91323080346574	2.98354947689399	59.6450247281251	8.97803449033849e-15	1.76937722470568e-13
"10039"	"NGB"	-4.05620470986304	2.47807369520985	-59.6446349882899	8.98751056716008e-15	1.76937722470568e-13
"4521"	"ENPP1"	3.03809842759078	2.58903853799957	59.6083116631978	9.00237047400935e-15	1.77025852608288e-13
"2383"	"CBX7"	-4.2471564754789	5.35544722649567	-59.5402114554542	9.16537216238117e-15	1.80023536862254e-13
"13182"	"SERPINA1"	5.40409021359775	6.1424917177545	59.5774317229583	9.23192868156879e-15	1.81080471331365e-13
"13288"	"SGSM1"	-4.16778239610789	2.66750293900144	-59.4894303349148	9.24042524830121e-15	1.81080471331365e-13
"261"	"ADCY5"	-4.1276243922863	3.43504636241881	-59.4801364671293	9.25241678553091e-15	1.81107294806563e-13
"16389"	"ZDHHC22"	-4.66214950939356	3.18260772766047	-59.4709248574325	9.31362481356368e-15	1.82096318172531e-13
"4524"	"ENPP4"	-3.24773196232601	3.66865225662867	-59.262243976406	9.56520854102199e-15	1.86800962675697e-13
"13652"	"SLC43A3"	3.76613655156682	4.74670248839159	59.2464033245323	9.6129532175778e-15	1.87518580556618e-13
"16151"	"WEE1"	3.45531405695213	3.93255347408833	59.2251149978369	9.63427336900436e-15	1.87719687620749e-13
"7506"	"KIF3C"	-3.73407900991882	5.4377906002094	-59.2111875793515	9.67041138652067e-15	1.88106803119026e-13
"2684"	"CDC6"	4.21726849003071	3.85191379398209	59.22677104796	9.67620777379234e-15	1.88106803119026e-13
"12877"	"RYR2"	-3.26437016891036	2.8668339572669	-59.1868983175446	9.69214576631703e-15	1.88202042334783e-13
"7230"	"KCNA2"	-5.03900387053606	2.88687446333982	-59.2412927513671	9.73711255434024e-15	1.88860104594934e-13
"4836"	"FAM111A"	2.7871684806374	3.69012082541604	59.1266821233697	9.78458504222772e-15	1.89565216346523e-13
"3184"	"CNTN6"	-3.27903101800242	1.9666588218978	-59.1099884932015	9.82356496258036e-15	1.90104380303102e-13
"15976"	"VIL1"	4.04986077724727	2.67800976846083	59.0765081953228	9.92036558053524e-15	1.91759991816945e-13
"6174"	"GSTM5"	-5.10467660763815	3.04566013716974	-59.0504264521105	1.00757173351962e-14	1.9454236109599e-13
"14382"	"SULT2A1"	3.87201364184889	2.58742814226821	58.9617028245671	1.01094017427842e-14	1.94680528679469e-13
"5054"	"FAM72B"	3.28652295558307	3.13901777878307	58.9455507612559	1.01103977687164e-14	1.94680528679469e-13
"9691"	"MYH11"	-3.84025179582943	2.54508739438909	-58.9562202558499	1.01171299436923e-14	1.94680528679469e-13
"3774"	"DDN"	-5.12731505774271	4.35278527027368	-58.9987001281897	1.01703890387734e-14	1.95484738130832e-13
"1320"	"BHLHB9"	-2.83993004804311	3.27594493148348	-58.8885256436331	1.0201587693778e-14	1.95829804420118e-13
"7051"	"IQGAP2"	3.24779106889411	2.69463299766373	58.888178564337	1.02113142195721e-14	1.95829804420118e-13
"13510"	"SLC25A18"	-5.10387560623708	3.48205183972192	-58.9425239362788	1.02676448986565e-14	1.9668885154741e-13
"13282"	"SGOL1"	3.40805823224673	2.50794523426104	58.7963047184852	1.03828466669059e-14	1.98672449858674e-13
"4265"	"E2F8"	2.7407158264166	2.01646647725855	58.7473747005573	1.0456094854329e-14	1.99849732254995e-13
"4335"	"EFHA2"	-4.40047171805288	3.9382384159038	-58.7704062510352	1.04974965468611e-14	2.00416370243489e-13
"6386"	"HEPACAM"	-3.41671788901262	4.58515678558244	-58.7173189048995	1.05282706488881e-14	2.00779067441714e-13
"15815"	"UNC5C"	-2.81752472834199	2.09404504077042	-58.6457725972524	1.06456444727802e-14	2.02617008000546e-13
"6867"	"IGF2BP2"	3.53424124874233	3.88829178825392	58.655545032439	1.0648415694087e-14	2.02617008000546e-13
"180"	"ACTL6B"	-6.19980396011122	3.44547109253155	-58.8179184840861	1.06815493711865e-14	2.03020886543322e-13
"10177"	"NOVA2"	-4.14013693731361	2.72075186460944	-58.6241798841468	1.07468469825713e-14	2.04034514705855e-13
"2582"	"CD163"	-3.14253272085667	1.86806826278467	-58.4977635185207	1.09338796265676e-14	2.07177576629212e-13
"761"	"ARAP2"	-2.93011165118307	3.18506793527635	-58.4937228051801	1.09367012121703e-14	2.07177576629212e-13
"2701"	"CDH18"	-3.47433224735196	3.38996748614388	-58.4370627669149	1.10637851045193e-14	2.09352355435017e-13
"14427"	"SYBU"	-4.49439953759945	4.93493779943823	-58.4432737629712	1.11301989477747e-14	2.10375567472962e-13
"11956"	"PTX3"	4.01689777417283	3.67541878265582	58.3828239595076	1.12040723450531e-14	2.11537352614408e-13
"6873"	"IGFBP4"	3.22524184084536	6.95441449854538	58.3160370931018	1.12932823947846e-14	2.12985809235269e-13
"13342"	"SHF"	-3.83636515837435	4.07267829972971	-58.2684892824756	1.14195304565432e-14	2.15128811882436e-13
"11464"	"POU6F1"	-3.17044858408621	3.7783934117742	-58.2434174184435	1.14377214304611e-14	2.15233678441425e-13
"3881"	"DGKG"	-3.84871289490316	3.31006676609225	-58.2452204149915	1.14675695946212e-14	2.15557435522268e-13
"6554"	"HMGB2"	3.44461577280599	7.12621057986012	58.2183817154013	1.14989628135813e-14	2.15909490097739e-13
"9803"	"NAP1L5"	-3.93780395683657	5.30270940829933	-58.1367890265692	1.16969100806533e-14	2.19384620423606e-13
"3849"	"DEPDC1B"	3.82933703264571	3.18201062328947	58.0641618501894	1.18406854528297e-14	2.21837193720103e-13
"7572"	"KLHL3"	-3.28746214710436	3.39542975106465	-58.0261233693164	1.18916911211194e-14	2.22548234823232e-13
"16112"	"WDR47"	-3.1008599557827	4.83019118586756	-57.9834842054863	1.19760472840515e-14	2.23881173405477e-13
"5623"	"GAGE2D"	5.80653680951097	3.52971557013972	58.0990599713783	1.20429868027153e-14	2.24885960568995e-13
"7770"	"LGI3"	-4.90191594349615	4.85755137647773	-57.9126464015725	1.22846081518078e-14	2.29146919453141e-13
"14081"	"SPON1"	-2.99026337140788	3.05229069129167	-57.7956728266898	1.23808941112641e-14	2.30690561423981e-13
"4192"	"DTX1"	-3.13730650038676	3.28697111803033	-57.7905058251066	1.23964150369779e-14	2.30727598215541e-13
"11941"	"PTPRN"	-5.23567335165052	4.41003294109448	-57.8384208284963	1.25034533135259e-14	2.32280877047632e-13
"9211"	"MGAT3"	-3.99960703356655	4.06787474254963	-57.7631409930514	1.2507117433851e-14	2.32280877047632e-13
"422"	"AKR1B10"	3.06643267617599	2.19193539070716	57.7154543625868	1.2561676896487e-14	2.33040293153653e-13
"4948"	"FAM189A1"	-3.40761055166677	2.41287592154329	-57.706556638665	1.25944697320935e-14	2.33394689633111e-13
"2365"	"CBLN4"	-3.9546053783035	2.39687996999559	-57.6765604998218	1.26983392436688e-14	2.35064045347784e-13
"13389"	"SIRPA"	-3.31134212440048	6.24225170138074	-57.6294391198609	1.2765171774595e-14	2.36044917120466e-13
"8657"	"LRRC16B"	-3.23273983724392	2.41539323857358	-57.5714683116237	1.28952987169881e-14	2.38192792877497e-13
"2600"	"CD28"	3.21570515509197	2.28790906092804	57.5402016266696	1.29671623255764e-14	2.39260985377438e-13
"710"	"APOA1"	7.91190798190503	5.00866184429815	57.8655375411546	1.31035682925548e-14	2.41516471156505e-13
"10581"	"P4HA1"	2.87539414943315	5.81942742445135	57.4543163858727	1.31588249606451e-14	2.42131752222999e-13
"3498"	"CTCFL"	3.21180308827353	2.24160270620543	57.4556371111994	1.31653548190932e-14	2.42131752222999e-13
"11281"	"PLK1"	4.68063544313888	4.69178639893454	57.4917702218758	1.32109523983017e-14	2.42708542498541e-13
"7810"	"LIN28B"	2.8008771915331	2.3369933830214	57.421198260955	1.32359326547698e-14	2.42905722100291e-13
"9204"	"MFSD6"	-2.74304881512357	4.84676838527107	-57.4053994702854	1.32726123029345e-14	2.43212525111084e-13
"13951"	"SORBS2"	-2.70794899141853	3.69898496054661	-57.4015894278237	1.32811813524793e-14	2.43212525111084e-13
"3668"	"D4S234E"	-4.22015231744862	5.20099218552738	-57.4308754931426	1.32968429539613e-14	2.432380638649e-13
"7674"	"LAMC1"	2.69986711057247	4.89883783881717	57.3851438787794	1.33204017584906e-14	2.43407855927659e-13
"4929"	"FAM176A"	3.20537187243503	2.34965832416922	57.3800241179522	1.33452723759332e-14	2.43414746584919e-13
"5724"	"GDAP1"	-3.06381992930248	4.63374070233229	-57.3763432220138	1.33493335712886e-14	2.43414746584919e-13
"11993"	"PYGM"	-3.0929197059993	2.51645993688648	-57.3664191459827	1.33740824284866e-14	2.43605482182979e-13
"8713"	"LRRN3"	-3.52488843460952	2.90140206116786	-57.3568910594352	1.34162056688429e-14	2.44111942847495e-13
"7199"	"KALRN"	-3.7995909770844	3.97232757993506	-57.2798062610244	1.36227459591341e-14	2.47605752513089e-13
"2612"	"CD3D"	6.2637839374394	4.08047070035813	57.4148338240395	1.37209974162573e-14	2.49125969062589e-13
"15363"	"TRIM2"	-3.51622242233368	5.62703514851148	-57.2153405502564	1.37622353318764e-14	2.49608883162938e-13
"12052"	"RAB38"	4.25186481686145	3.07690247770493	57.2014086390782	1.38614793528723e-14	2.51141723153157e-13
"13184"	"SERPINA11"	4.51044351221938	2.91827545409996	57.1314362978626	1.40713870906965e-14	2.54674181007734e-13
"3950"	"DISP2"	-3.79124757441589	2.99998817361309	-57.0394374033011	1.42263203163775e-14	2.57205233376373e-13
"8961"	"MAPRE3"	-4.04390352443954	6.10807068305332	-57.0333412376709	1.42655116816177e-14	2.57640581207521e-13
"6119"	"GRIK1"	-3.21188343770478	2.03467008363589	-56.9911902108013	1.43157080770141e-14	2.58088589708595e-13
"747"	"AQP1"	-4.95155843829672	5.17782927005053	-57.0619764971457	1.43205939271706e-14	2.58088589708595e-13
"3057"	"CLDND1"	-3.00956975662646	7.57427543788389	-56.9694885951092	1.43650148485014e-14	2.58615774183844e-13
"13532"	"SLC25A4"	-2.54586331240039	5.59609121847695	-56.9586019262084	1.43846581258433e-14	2.58696240915086e-13
"8300"	"LOC283624"	-2.98995789778706	4.97542900309621	-56.887282293114	1.45801302485326e-14	2.61935343105619e-13
"2496"	"CCDC85A"	-4.04665384518083	2.52451001192078	-56.8933650170128	1.46322184064247e-14	2.62594412222247e-13
"15501"	"TSPAN5"	-2.75382011125479	5.69856369163738	-56.8550291431234	1.46602870108412e-14	2.62821486065017e-13
"2776"	"CEACAM1"	3.37111909057733	2.55463821463377	56.8544741981958	1.468250509441e-14	2.62943308145585e-13
"11140"	"PIP5K1B"	-3.25065205684477	3.96470753158898	-56.831815529748	1.47371704225666e-14	2.63645349983565e-13
"326"	"AGAP2"	-5.36378956712015	4.47437182726511	-56.9007175999722	1.48287021423119e-14	2.65004761870309e-13
"2270"	"CAMK2N1"	-3.10742163715076	7.46916245273541	-56.7222175887382	1.50278591438435e-14	2.68282691668468e-13
"13211"	"SERTM1"	-3.14276094903468	2.00469019404494	-56.7067528447609	1.50715333977956e-14	2.68780933994788e-13
"4772"	"EZH2"	4.46080357575554	3.9890556822175	56.7426259231306	1.50914793435649e-14	2.68855414136299e-13
"13476"	"SLC1A5"	4.90798751390017	5.34627852828982	56.7529133355331	1.51379786133453e-14	2.69402293714952e-13
"10071"	"NIPAL3"	-2.86998887946448	5.46415836295435	-56.602443509825	1.53521200925459e-14	2.72740950820145e-13
"8831"	"MAGEA12"	4.53248444447799	3.14603242706798	56.650527340295	1.53575759743879e-14	2.72740950820145e-13
"7052"	"IQGAP3"	3.65916751434051	2.93613514397969	56.6016570913547	1.53926841384588e-14	2.72848472786364e-13
"4794"	"FABP1"	6.74341265357415	4.68509167601816	56.8294267428384	1.53956379154485e-14	2.72848472786364e-13
"7818"	"LINC00052"	3.19230496967143	2.22174252260488	56.5607903572358	1.54798335546117e-14	2.73818935020355e-13
"12150"	"RANBP3L"	-3.23493414068349	2.42204680161545	-56.5566500449023	1.54934224433404e-14	2.73818935020355e-13
"10319"	"NTRK3"	-4.52261639735981	2.91581695762084	-56.5998323729127	1.54985789368669e-14	2.73818935020355e-13
"5734"	"GDF6"	3.18605536523151	2.62960691562241	56.5339574428619	1.55555582065373e-14	2.74541109589291e-13
"2206"	"CAB39L"	-2.79137371399088	3.9980682714439	-56.5186031436178	1.5587022500327e-14	2.74811940649509e-13
"726"	"APOC3"	5.89043371968493	3.61264964385534	56.5536646069619	1.59295253029524e-14	2.80560410010368e-13
"3977"	"DLGAP2"	-2.82145590311746	1.7413404634631	-56.3835829549535	1.59772052679413e-14	2.81109775658546e-13
"10628"	"PALM2"	-2.74525075319256	2.17181552496001	-56.349731222618	1.60749540464961e-14	2.82538032514136e-13
"7860"	"LINC00461"	-3.06899574082951	3.12969721389357	-56.3126200077917	1.61934827043975e-14	2.84328204559498e-13
"13020"	"SCN8A"	-3.59572102298011	3.14333811128194	-56.3051197810015	1.6245094325909e-14	2.84940960043645e-13
"13746"	"SLITRK4"	-3.73912341127548	2.53919888299078	-56.2756347489033	1.63451254192218e-14	2.86400866672469e-13
"16060"	"WASF1"	-2.81040646039912	5.93564602554085	-56.1830520698306	1.65753410670665e-14	2.90009338753787e-13
"9620"	"MTMR7"	-3.05543751157696	2.89510217213854	-56.1822171277761	1.6585084479145e-14	2.90009338753787e-13
"16129"	"WDR7"	-2.83831022121514	4.00744745793035	-56.0370646563066	1.70270834813602e-14	2.97433141673884e-13
"8896"	"MAP1B"	-4.00839199467237	6.47926804628777	-56.0170505339402	1.71697096306378e-14	2.99617583922973e-13
"8828"	"MAGEA1"	3.59800376122358	2.4275892210844	55.9686403025305	1.72818606058545e-14	3.01266300070771e-13
"9777"	"NACAD"	-4.73840759478093	3.78520053459946	-55.9984329291549	1.7345109281792e-14	3.02060028749001e-13
"2643"	"CD8B"	4.16627411147977	4.06458190750255	55.9183014627097	1.75059642345893e-14	3.04550187995421e-13
"7333"	"KDELR3"	3.74937714361628	3.65166814339502	55.8098860826287	1.78098059689239e-14	3.09520267037904e-13
"16287"	"YWHAH"	-2.93632605134995	8.61214683660944	-55.7847791778171	1.78415034688351e-14	3.09755389653941e-13
"1532"	"C11orf82"	3.1582953157125	2.4609999661311	55.7217415267801	1.80596515550462e-14	3.13223804030502e-13
"11314"	"PMAIP1"	4.10309486521721	3.667308959118	55.6376816286359	1.84297443738382e-14	3.19171362751917e-13
"12001"	"QPCT"	3.07086307273264	5.69523811981167	55.6072083081289	1.8443254891673e-14	3.19171362751917e-13
"10041"	"NGEF"	-3.42410276774047	5.46355335477878	-55.6084495706112	1.84587344520728e-14	3.19171362751917e-13
"9794"	"NANOG"	3.5982188530914	2.55041584199397	55.5750291791337	1.85874671683098e-14	3.21071659323721e-13
"4369"	"EHD3"	-3.84797506215274	4.73464257538133	-55.4767836990485	1.89556118852982e-14	3.27099420073328e-13
"13723"	"SLC9A6"	-2.77422672467466	5.03041566211688	-55.4147617956778	1.91051156380955e-14	3.29345921652064e-13
"9287"	"MIR7-3HG"	-3.94539884832255	2.2886636381796	-55.3991689324878	1.92434484225969e-14	3.31395507229147e-13
"8881"	"MAN1C1"	-2.92168723873621	4.00030325479363	-55.3264469387777	1.94264180198666e-14	3.34208880747432e-13
"7726"	"LDB3"	-3.53138509835354	2.54650319621303	-55.323023263601	1.94740031640349e-14	3.34689798330273e-13
"9676"	"MYBPC1"	-3.2558364428288	1.9985347294493	-55.3120705991179	1.94939302335335e-14	3.34694880716529e-13
"1304"	"BEND6"	-4.18805487699271	3.9586574933463	-55.3230008237034	1.95536745398984e-14	3.35382894598317e-13
"2660"	"CDC20"	5.93135124973989	4.50701367842282	55.3240528140936	2.00001306591583e-14	3.42695706138683e-13
